摄像头编号 笼子编号 时段 变化点数
ch02 2-2 20 72064.0
ch02 2-1 21 88882.0
ch02 2-2 21 92883.0
ch02 2-1 21 86910.0
ch03 1-1 0 53595.0
ch02 2-2 21 91890.0
ch02 2-2 21 80276.0
ch02 2-1 22 69750.0
ch02 2-2 22 64897.0
ch02 2-1 22 95446.0
ch02 2-2 22 103708.0
ch02 2-1 23 74066.0
ch02 2-2 23 69408.0
ch02 2-1 23 76741.0
ch02 2-2 23 80766.0
ch02 2-1 24 83141.0
ch02 2-1 21 88132.0
ch04 1-1 13 82656.0
ch04 2-2 2 129258.0
ch04 2-1 12 88004.0
ch01 1-1 5 62644.0
ch01 1-2 5 43681.0
ch01 1-1 5 52334.0
ch01 1-2 5 44918.0
ch01 1-1 5 28214.0
ch01 1-2 5 47811.0
ch01 1-3 5 31787.0
ch01 1-1 6 42099.0
ch01 1-2 6 52154.0
ch01 1-3 6 34928.0
ch01 1-1 6 52586.0
ch01 1-2 6 57607.0
ch01 1-3 6 43866.0
ch01 1-1 7 102648.0
ch01 1-2 7 56327.0
ch01 1-1 7 105105.0
ch01 1-2 7 60526.0
ch01 1-1 7 113876.0
ch01 1-2 7 48387.0
ch01 2-1 7 100214.0
ch01 1-1 8 118059.0
ch01 1-3 4 50028.0
ch01 1-1 4 49074.0
ch01 1-3 4 34948.0
ch01 1-1 4 64672.0
ch01 1-1 0 52567.0
ch01 1-2 0 24425.0
ch01 1-1 0 136616.0
ch01 1-2 0 57624.0
ch01 1-1 0 129421.0
ch01 1-2 0 57353.0
ch01 1-1 1 113443.0
ch01 1-2 1 66840.0
ch01 1-1 1 103247.0
ch01 1-2 1 64139.0
ch01 1-2 8 61047.0
ch01 1-1 1 117194.0
ch01 1-1 2 109855.0
ch01 1-2 2 52364.0
ch01 1-1 2 113176.0
ch01 1-2 2 58654.0
ch01 1-1 3 108025.0
ch01 1-2 3 56196.0
ch01 1-1 3 115607.0
ch01 1-2 3 61209.0
ch01 1-1 3 59141.0
ch01 1-3 3 52277.0
ch01 1-2 1 52190.0
ch01 2-1 0 169788.0
ch01 2-1 8 69149.0
ch01 1-2 8 51598.0
ch03 2-2 21 73087.0
ch03 1-1 22 934746.0
ch03 1-2 22 37543.0
ch03 2-1 22 93237.0
ch03 2-2 22 53011.0
ch03 1-1 22 47935.0
ch03 1-2 22 32572.0
ch03 2-1 22 81543.0
ch03 2-2 22 70868.0
ch03 1-1 23 43353.0
ch03 1-2 23 42875.0
ch03 2-1 23 92065.0
ch03 2-2 23 76473.0
ch03 1-1 23 48698.0
ch03 1-2 23 45885.0
ch03 2-1 23 86121.0
ch03 2-2 23 65947.0
ch03 1-1 24 33212.0
ch03 1-2 24 27534.0
ch03 2-1 24 69611.0
ch03 2-2 24 62502.0
ch03 2-1 21 80568.0
ch03 1-2 21 53396.0
ch03 1-1 21 43505.0
ch03 2-2 21 80316.0
ch01 2-1 8 70504.0
ch03 2-1 19 81026.0
ch03 2-2 19 60636.0
ch03 1-1 19 53390.0
ch03 1-2 19 44964.0
ch03 2-1 19 77445.0
ch03 2-2 19 70212.0
ch03 1-1 20 53316.0
ch03 1-2 20 41487.0
ch03 2-1 20 87687.0
ch01 1-1 8 81758.0
ch03 2-2 20 69545.0
ch03 1-2 20 44298.0
ch03 2-1 20 75445.0
ch03 2-2 20 78591.0
ch03 1-1 21 54539.0
ch03 1-2 21 54447.0
ch03 2-1 21 65933.0
ch03 2-2 21 54098.0
ch03 1-1 21 41143.0
ch03 1-2 21 35889.0
ch03 2-1 21 81054.0
ch03 1-1 20 49177.0
ch01 1-2 0 79565.0
ch01 1-1 0 203050.0
ch04 1-1 0 69308.0
ch04 2-2 7 88985.0
ch04 2-1 7 106323.0
ch04 1-2 7 106922.0
ch04 1-1 7 98050.0
ch04 2-2 7 116699.0
ch04 2-1 7 91705.0
ch04 1-2 7 129194.0
ch04 1-1 7 123763.0
ch04 2-2 7 128380.0
ch04 2-1 7 101400.0
ch03 1-2 19 46441.0
ch04 1-1 7 107955.0
ch04 2-2 6 116631.0
ch04 2-1 6 100629.0
ch04 1-2 6 100132.0
ch04 1-1 6 102851.0
ch04 2-2 5 120625.0
ch04 2-1 5 109278.0
ch04 1-2 5 98089.0
ch04 1-1 5 93722.0
ch04 2-2 5 102311.0
ch04 1-1 8 113863.0
ch04 1-2 8 117578.0
ch04 2-1 8 74994.0
ch04 2-2 8 105198.0
ch04 1-2 12 93040.0
ch04 1-1 12 82913.0
ch04 2-2 12 93589.0
ch04 2-1 12 72385.0
ch04 1-2 12 78095.0
ch04 1-1 12 78298.0
ch04 2-2 11 110528.0
ch04 2-1 11 119559.0
ch04 1-2 11 85305.0
ch04 1-1 11 71448.0
ch04 2-1 5 109433.0
ch04 2-2 11 112755.0
ch04 1-2 11 72059.0
ch04 1-1 11 94504.0
ch04 2-2 9 106994.0
ch04 2-1 9 119283.0
ch04 1-2 9 92338.0
ch04 1-1 9 61570.0
ch04 2-2 8 136728.0
ch04 2-1 8 123379.0
ch04 1-2 8 113223.0
ch04 1-1 8 105949.0
ch04 2-1 11 95269.0
ch04 1-2 5 112247.0
ch04 1-1 5 99951.0
ch04 2-2 4 127777.0
ch04 1-1 2 81370.0
ch04 2-2 2 107846.0
ch04 2-1 2 127175.0
ch04 1-2 2 98474.0
ch04 1-1 2 86061.0
ch04 2-2 1 129359.0
ch04 1-2 1 93024.0
ch04 1-1 1 92147.0
ch04 2-1 1 123227.0
ch04 1-2 1 111903.0
ch04 1-2 2 94718.0
ch04 1-1 1 99233.0
ch04 2-1 0 127289.0
ch04 1-2 0 92522.0
ch04 1-1 0 82064.0
ch04 2-2 0 108670.0
ch04 2-1 0 114828.0
ch04 1-2 0 92776.0
ch04 1-1 0 90946.0
ch04 2-2 0 99519.0
ch04 2-1 0 121023.0
ch04 1-2 0 82788.0
ch04 2-2 0 139914.0
ch04 2-2 12 103464.0
ch04 2-1 2 119971.0
ch04 1-1 2 89697.0
ch04 2-1 4 106207.0
ch04 1-2 4 107789.0
ch04 1-1 4 102124.0
ch04 2-2 4 121322.0
ch04 2-1 4 107038.0
ch04 1-2 4 97704.0
ch04 1-1 4 95810.0
ch04 2-2 4 110233.0
ch04 2-1 4 108157.0
ch04 1-2 4 97208.0
ch04 2-2 2 111930.0
ch04 1-1 4 103172.0
ch04 2-1 3 88016.0
ch04 1-2 3 88923.0
ch04 1-1 3 88016.0
ch04 2-2 3 136100.0
ch04 2-1 3 125063.0
ch04 1-2 3 89564.0
ch04 1-1 3 84520.0
ch02 2-1 11 161175.0
ch04 2-1 2 123271.0
ch04 1-2 2 99477.0
ch04 2-2 3 88923.0
ch02 1-2 11 51205.0
ch03 1-2 12 39352.0
ch02 2-2 9 216563.0
ch02 2-1 2 92412.0
ch02 2-2 2 121950.0
ch02 1-1 3 59997.0
ch02 1-2 3 85911.0
ch02 2-1 3 82341.0
ch02 2-2 3 107026.0
ch02 1-1 3 64873.0
ch02 1-2 3 86200.0
ch02 2-1 3 78891.0
ch02 1-2 2 92050.0
ch02 2-2 3 114916.0
ch02 1-2 3 90674.0
ch02 2-1 3 71794.0
ch02 2-2 3 131283.0
ch02 1-1 4 60715.0
ch02 1-2 4 93956.0
ch02 2-1 4 78709.0
ch02 2-2 4 106942.0
ch02 1-1 4 59186.0
ch02 1-2 4 90436.0
ch02 1-1 3 52522.0
ch02 1-1 2 62431.0
ch02 2-2 2 115655.0
ch02 2-1 2 56935.0
ch02 1-1 0 92807.0
ch02 1-2 0 128280.0
ch02 2-1 0 234001.0
ch02 2-2 0 229487.0
ch02 1-1 0 72364.0
ch02 1-2 0 96620.0
ch02 2-1 0 71043.0
ch02 2-2 0 109193.0
ch02 1-1 0 72527.0
ch02 1-2 0 92939.0
ch02 2-1 0 78840.0
ch02 1-1 1 56478.0
ch02 1-2 1 92274.0
ch02 2-1 1 75744.0
ch02 2-2 1 126714.0
ch02 1-1 1 62675.0
ch02 1-2 1 84019.0
ch02 2-1 1 75211.0
ch02 2-2 1 95510.0
ch02 1-1 2 59915.0
ch02 1-2 2 86049.0
ch02 2-1 4 73432.0
ch02 2-2 4 107874.0
ch02 2-2 0 100411.0
ch02 1-2 4 93364.0
ch02 2-1 7 98856.0
ch02 2-2 7 145643.0
ch02 1-1 7 84814.0
ch02 1-2 7 121641.0
ch02 2-1 7 99972.0
ch02 2-2 7 148594.0
ch02 1-1 8 30282.0
ch02 1-2 8 44311.0
ch02 2-1 8 35658.0
ch02 2-2 8 57576.0
ch02 1-2 7 95729.0
ch02 1-1 8 84646.0
ch02 2-1 8 120090.0
ch02 2-2 8 167180.0
ch02 1-1 8 72150.0
ch02 1-2 8 77593.0
ch02 2-1 8 108955.0
ch02 2-2 8 141555.0
ch02 1-1 9 107040.0
ch02 1-2 9 210003.0
ch02 2-1 9 141524.0
ch02 1-1 4 59414.0
ch02 1-2 8 103129.0
ch02 1-1 7 73874.0
ch02 1-1 11 52511.0
ch02 2-1 6 98382.0
ch02 2-2 6 133518.0
ch02 2-2 4 109681.0
ch02 1-1 5 62304.0
ch02 1-2 5 91701.0
ch02 2-1 5 74315.0
ch02 2-2 5 111685.0
ch02 1-1 5 59260.0
ch02 1-2 5 94513.0
ch02 2-1 5 57717.0
ch02 2-2 5 96065.0
ch02 1-1 6 93486.0
ch02 2-1 4 76019.0
ch02 2-1 6 77901.0
ch02 1-2 6 103615.0
ch02 1-1 6 75256.0
ch02 1-2 6 115422.0
ch02 2-2 6 141695.0
ch02 1-2 6 114534.0
ch02 1-1 6 82400.0
ch02 2-2 6 143750.0
ch02 2-1 6 100563.0
ch03 1-2 0 43014.0
ch04 2-2 15 112561.0
ch04 1-2 15 82938.0
ch04 2-1 15 109404.0
ch04 2-2 15 118311.0
ch04 1-1 16 90890.0
ch04 1-2 16 77157.0
ch04 2-1 16 112888.0
ch04 1-1 15 78144.0
ch04 1-1 16 99860.0
ch04 1-2 15 74877.0
ch04 1-2 16 100355.0
ch04 2-1 16 104952.0
ch04 2-2 16 110822.0
ch04 1-1 16 93168.0
ch04 1-2 16 101241.0
ch04 2-1 16 107507.0
ch04 2-2 16 97365.0
ch04 1-1 18 73101.0
ch04 1-2 18 96669.0
ch04 2-1 18 65892.0
ch04 2-2 16 117243.0
ch04 1-1 15 83284.0
ch04 1-1 12 85439.0
ch04 2-1 12 9183.0
ch04 1-2 11 134498.0
ch04 2-1 11 168325.0
ch04 2-2 11 131589.0
ch04 1-1 11 148144.0
ch04 1-2 11 185683.0
ch04 2-1 11 172228.0
ch04 2-2 11 184535.0
ch04 1-1 11 76709.0
ch04 1-2 11 108846.0
ch04 2-1 11 74391.0
ch04 2-2 11 135061.0
ch04 1-1 12 92396.0
ch03 1-1 0 49983.0
ch04 2-2 18 82757.0
ch04 2-1 12 79620.0
ch04 2-2 12 147090.0
ch04 1-1 12 126394.0
ch04 1-2 12 117544.0
ch04 2-1 12 150944.0
ch04 2-2 12 150461.0
ch04 1-2 12 125817.0
ch04 2-2 12 42704.0
ch04 1-1 20 74222.0
ch04 1-2 20 106417.0
ch04 2-1 20 109077.0
ch04 2-1 6 114239.0
ch04 2-2 6 119858.0
ch04 1-1 6 103642.0
ch04 1-2 6 99213.0
ch04 2-1 6 114580.0
ch04 2-2 6 107538.0
ch04 1-2 6 99356.0
ch04 1-1 7 76606.0
ch04 2-1 7 104850.0
ch04 2-2 7 121406.0
ch04 1-1 7 85651.0
ch04 1-2 7 96833.0
ch04 2-1 7 119612.0
ch04 2-2 7 109798.0
ch04 1-2 7 77059.0
ch04 1-1 7 95298.0
ch04 1-1 6 101688.0
ch04 2-1 5 117953.0
ch04 1-1 3 123473.0
ch04 1-2 3 179023.0
ch04 2-1 3 115072.0
ch04 2-2 3 140565.0
ch04 1-1 5 107439.0
ch04 1-2 5 139246.0
ch04 2-2 5 113842.0
ch04 2-1 5 155422.0
ch04 1-1 5 119671.0
ch04 1-2 5 141222.0
ch04 2-1 5 146712.0
ch04 2-2 5 115388.0
ch04 1-1 5 109949.0
ch04 1-2 5 119737.0
ch04 2-2 5 130691.0
ch03 2-1 0 66032.0
ch04 1-2 7 78827.0
ch04 2-2 7 108326.0
ch04 2-1 10 135345.0
ch04 2-2 10 123479.0
ch04 1-2 10 180873.0
ch04 2-2 10 224506.0
ch04 1-1 11 114822.0
ch04 2-2 22 95772.0
ch04 1-2 10 122520.0
ch04 2-1 22 104617.0
ch04 1-1 22 85011.0
ch04 2-2 21 115868.0
ch04 2-1 21 97085.0
ch04 1-2 21 80667.0
ch04 1-1 21 62009.0
ch04 2-2 20 128645.0
ch04 1-2 22 75427.0
ch04 2-1 7 108847.0
ch04 1-1 10 149324.0
ch04 2-1 9 105432.0
ch04 1-1 8 66800.0
ch04 1-2 8 82913.0
ch04 2-1 8 124313.0
ch04 2-2 8 55161.0
ch04 1-1 8 82204.0
ch04 1-2 8 84340.0
ch04 2-2 9 112543.0
ch04 2-1 8 114909.0
ch04 1-1 9 75874.0
ch04 1-2 9 81579.0
ch04 2-1 9 114639.0
ch04 2-2 9 130996.0
ch04 1-1 9 104483.0
ch04 1-2 9 97489.0
ch04 2-2 8 116654.0
ch03 2-2 0 57643.0
ch04 2-1 15 107514.0
ch04 1-2 12 107619.0
ch02 2-2 0 100636.0
ch02 2-1 0 109479.0
ch01 1-1 18 231981.0
ch01 1-1 16 105889.0
ch01 1-2 16 94528.0
ch01 2-1 16 117878.0
ch01 1-1 16 97682.0
ch01 1-2 16 87422.0
ch01 2-1 16 108161.0
ch01 1-1 17 104615.0
ch01 1-2 17 101901.0
ch01 2-1 18 244024.0
ch01 1-1 17 105669.0
ch01 1-2 17 95723.0
ch01 2-1 17 139518.0
ch01 1-1 17 121734.0
ch01 1-2 17 105888.0
ch01 2-1 17 120751.0
ch01 1-2 18 227167.0
ch01 2-1 17 122113.0
ch01 2-1 15 143663.0
ch01 1-2 15 112951.0
ch01 1-1 13 108363.0
ch01 1-2 13 85148.0
ch01 2-1 13 124329.0
ch01 1-1 13 88311.0
ch01 1-2 13 102002.0
ch01 2-1 13 109442.0
ch01 1-1 14 125803.0
ch01 1-2 14 107113.0
ch01 2-1 14 149590.0
ch01 1-1 14 129341.0
ch01 1-2 14 112654.0
ch01 2-1 14 167156.0
ch01 1-1 15 139566.0
ch01 1-2 15 110672.0
ch01 2-1 15 165059.0
ch01 1-1 15 63165.0
ch01 1-2 15 59946.0
ch01 2-1 15 81263.0
ch01 1-1 15 131755.0
ch01 1-1 18 100049.0
ch01 1-2 18 97390.0
ch01 2-1 18 103751.0
ch01 1-1 19 123244.0
ch03 2-2 14 100245.0
ch03 1-1 14 55521.0
ch03 1-2 14 66430.0
ch03 2-1 14 71689.0
ch03 2-2 14 96758.0
ch03 1-1 15 65480.0
ch03 1-2 15 84908.0
ch03 2-1 15 85278.0
ch03 2-2 15 107973.0
ch03 1-1 15 0.0
ch03 1-2 15 0.0
ch03 2-1 15 0.0
ch03 2-2 15 0.0
ch03 1-1 15 71183.0
ch03 1-2 15 86039.0
ch03 2-1 15 87649.0
ch03 2-2 15 108698.0
ch03 2-1 14 75361.0
ch03 1-2 14 69501.0
ch03 1-1 14 62668.0
ch03 2-2 13 95947.0
ch01 1-2 19 114440.0
ch01 2-1 19 124772.0
ch01 1-1 19 113568.0
ch01 1-2 19 110295.0
ch01 2-1 19 118473.0
ch01 1-1 19 110218.0
ch01 1-2 19 107803.0
ch01 2-1 19 123709.0
ch01 2-1 13 121853.0
ch01 1-1 20 120915.0
ch01 2-1 20 116633.0
ch01 1-1 20 129067.0
ch01 1-2 20 114711.0
ch01 2-1 20 129712.0
ch01 1-1 21 118244.0
ch01 1-2 21 105442.0
ch01 2-1 21 146394.0
ch01 1-1 21 114524.0
ch01 1-2 20 99431.0
ch01 1-2 13 99146.0
ch01 1-1 13 125530.0
ch01 2-1 12 136438.0
ch04 1-2 19 186156.0
ch04 2-1 19 168777.0
ch04 2-2 19 173169.0
ch04 1-1 19 150318.0
ch04 1-2 19 193702.0
ch04 2-1 19 170401.0
ch04 2-2 19 170564.0
ch04 1-1 19 159292.0
ch04 1-1 19 149621.0
ch04 1-2 19 189681.0
ch04 2-2 19 179459.0
ch04 1-1 20 151883.0
ch04 1-2 20 196337.0
ch04 2-1 20 163163.0
ch04 2-2 20 177029.0
ch04 1-1 20 186354.0
ch04 1-2 20 228137.0
ch04 2-1 20 162254.0
ch04 2-1 19 169294.0
ch04 2-2 20 172306.0
ch04 1-1 18 160217.0
ch04 1-1 18 163688.0
ch04 2-1 15 93330.0
ch04 2-2 15 113911.0
ch04 1-1 16 90976.0
ch04 1-2 16 92090.0
ch04 2-1 16 119904.0
ch04 2-2 16 125862.0
ch04 1-1 16 90142.0
ch04 1-2 16 87533.0
ch04 1-2 18 237664.0
ch04 2-1 16 92495.0
ch04 1-1 16 112059.0
ch04 1-2 16 332063.0
ch04 1-1 17 279533.0
ch04 1-2 17 285904.0
ch04 1-1 17 102722.0
ch04 1-2 17 278395.0
ch04 1-1 17 258975.0
ch04 1-2 17 197636.0
ch04 2-2 16 121228.0
ch04 1-1 21 148268.0
ch04 1-2 21 203767.0
ch04 2-1 21 161396.0
ch04 2-2 23 192647.0
ch04 1-1 24 88667.0
ch04 1-2 24 126959.0
ch04 2-2 24 58811.0
ch01 1-1 11 82946.0
ch01 1-2 11 83401.0
ch01 2-1 11 97968.0
ch01 1-1 11 123795.0
ch04 2-1 23 169156.0
ch01 1-2 11 158173.0
ch01 1-1 12 104403.0
ch01 1-2 12 93840.0
ch01 2-1 12 109775.0
ch01 1-1 12 110254.0
ch01 1-2 12 90080.0
ch01 2-1 12 120292.0
ch01 1-1 12 108494.0
ch01 1-2 12 112303.0
ch01 2-1 11 237492.0
ch04 1-2 23 196522.0
ch04 1-1 23 175378.0
ch04 2-2 23 172733.0
ch04 2-2 21 183458.0
ch04 1-1 21 145438.0
ch04 1-2 21 198295.0
ch04 2-1 21 206057.0
ch04 2-2 21 201516.0
ch04 1-1 21 163259.0
ch04 1-2 21 210817.0
ch04 2-1 21 205174.0
ch04 2-2 21 186481.0
ch04 1-1 22 154817.0
ch04 1-2 22 178665.0
ch04 2-1 22 201320.0
ch04 2-2 22 162182.0
ch04 1-1 22 186567.0
ch04 1-2 22 192636.0
ch04 2-1 22 205822.0
ch04 1-1 23 169155.0
ch04 1-2 23 201300.0
ch04 2-1 23 164266.0
ch03 1-1 16 47345.0
ch03 1-2 16 61629.0
ch03 1-1 7 191937.0
ch03 2-2 16 86102.0
ch03 1-1 9 139071.0
ch01 1-1 22 113512.0
ch01 1-2 22 106794.0
ch01 2-1 22 143072.0
ch01 1-1 22 114633.0
ch01 1-2 22 106886.0
ch01 2-1 22 136623.0
ch01 1-1 22 152914.0
ch03 2-1 9 198102.0
ch01 1-2 22 177765.0
ch01 1-1 23 149301.0
ch01 1-2 23 167078.0
ch01 2-2 23 197695.0
ch03 2-1 8 188775.0
ch03 1-1 8 187113.0
ch03 2-1 8 220422.0
ch03 1-1 8 179565.0
ch01 1-1 23 140813.0
ch01 2-2 22 211747.0
ch01 1-2 23 166149.0
ch03 1-1 11 83977.0
ch04 1-2 15 124591.0
ch03 2-2 12 95240.0
ch03 2-1 12 72730.0
ch03 1-2 12 87373.0
ch03 1-1 12 74401.0
ch03 2-2 12 104756.0
ch03 2-1 12 73788.0
ch03 1-2 12 82262.0
ch03 1-1 12 84031.0
ch03 1-2 11 86072.0
ch03 2-2 11 84518.0
ch01 2-1 21 127276.0
ch03 1-2 11 79990.0
ch03 1-1 11 66631.0
ch03 2-2 11 94403.0
ch03 2-1 11 60296.0
ch03 1-2 11 96863.0
ch03 1-1 11 76627.0
ch03 2-1 11 75049.0
ch03 2-1 11 70519.0
ch01 2-2 23 195301.0
ch01 1-1 24 126853.0
ch01 1-2 24 156945.0
ch03 1-1 3 43673.0
ch03 2-1 3 74623.0
ch03 1-1 4 49610.0
ch03 2-1 4 76313.0
ch03 1-1 4 57969.0
ch03 2-1 4 73030.0
ch03 1-1 4 52323.0
ch03 2-1 4 60543.0
ch03 2-1 3 222654.0
ch03 1-1 5 52922.0
ch03 1-1 5 155910.0
ch03 2-1 5 232236.0
ch03 1-1 6 172488.0
ch03 2-1 6 239751.0
ch03 1-1 6 149208.0
ch03 2-1 6 225795.0
ch03 1-1 6 227142.0
ch03 2-1 6 215895.0
ch03 2-1 5 74994.0
ch03 1-1 3 143745.0
ch03 2-1 2 246369.0
ch03 1-1 2 122955.0
ch01 2-2 24 177073.0
ch03 2-1 7 283983.0
ch03 1-1 7 190092.0
ch03 2-1 7 291387.0
ch03 1-1 7 177312.0
ch03 1-1 0 39724.0
ch03 2-1 0 59671.0
ch03 1-1 0 46887.0
ch03 2-1 0 78062.0
ch03 1-1 0 43231.0
ch03 2-1 0 76604.0
ch03 1-1 1 945447.0
ch03 2-1 1 945447.0
ch03 1-1 1 137331.0
ch03 2-1 1 209412.0
ch03 1-1 2 128103.0
ch03 2-1 2 219579.0
ch03 1-1 2 146190.0
ch03 2-1 2 170496.0
ch03 1-1 13 86787.0
ch03 2-1 7 228561.0
ch03 1-2 13 80021.0
ch03 2-2 13 97347.0
ch03 2-1 18 60072.0
ch03 2-2 18 83807.0
ch03 1-1 18 62540.0
ch03 1-2 18 70377.0
ch03 2-1 18 84610.0
ch03 2-2 18 99750.0
ch03 1-1 19 57988.0
ch03 1-2 19 75133.0
ch03 1-2 18 70007.0
ch03 2-1 19 83312.0
ch01 1-2 21 106054.0
ch01 2-1 21 130256.0
ch01 1-1 21 108836.0
ch01 1-2 21 108199.0
ch03 1-1 19 57741.0
ch03 1-2 19 74044.0
ch03 2-1 19 72656.0
ch03 2-2 19 101561.0
ch03 2-2 19 97106.0
ch03 1-1 20 56172.0
ch03 1-1 18 48401.0
ch03 2-1 18 65112.0
ch03 1-1 16 51198.0
ch03 1-2 16 61007.0
ch03 2-1 16 67519.0
ch03 2-2 16 78654.0
ch03 1-1 17 44612.0
ch03 1-2 17 52500.0
ch03 2-1 17 56392.0
ch03 2-2 17 78312.0
ch03 2-2 18 85731.0
ch03 1-1 17 52172.0
ch03 2-1 17 65861.0
ch03 2-2 17 84886.0
ch03 1-1 17 47226.0
ch03 1-2 17 67447.0
ch03 2-1 17 58642.0
ch03 2-2 17 88306.0
ch03 1-1 18 46903.0
ch03 1-2 18 67147.0
ch03 1-2 17 68481.0
ch03 1-2 20 61534.0
ch03 2-1 20 75456.0
ch03 2-2 20 103234.0
ch03 2-2 22 309558.0
ch03 1-1 22 194259.0
ch03 1-2 22 212937.0
ch03 2-1 22 262890.0
ch03 2-2 22 292959.0
ch03 1-1 23 191307.0
ch03 1-2 23 210651.0
ch03 2-1 23 268248.0
ch03 2-1 22 262881.0
ch03 2-2 23 299058.0
ch03 1-2 24 165444.0
ch03 2-1 24 319293.0
ch03 2-2 24 278631.0
ch03 1-1 13 58701.0
ch03 2-2 13 102152.0
ch03 2-1 13 98538.0
ch03 1-2 13 76171.0
ch03 1-1 13 56824.0
ch03 1-1 24 163575.0
ch03 1-2 22 170616.0
ch03 1-1 22 201849.0
ch03 2-2 22 327132.0
ch03 1-1 20 69778.0
ch03 1-2 20 76558.0
ch03 2-1 20 84869.0
ch03 2-2 20 92070.0
ch03 1-1 20 51672.0
ch03 1-2 20 70293.0
ch03 2-1 20 83202.0
ch03 2-2 20 94741.0
ch03 1-1 21 257025.0
ch03 1-2 21 187353.0
ch03 2-1 21 320184.0
ch03 2-2 21 291627.0
ch03 1-1 21 161988.0
ch03 1-2 21 209475.0
ch03 2-1 21 256200.0
ch03 2-2 21 297099.0
ch03 1-1 22 206280.0
ch03 1-2 22 230823.0
ch03 2-1 22 287235.0
ch03 2-1 13 68065.0
ch03 2-1 16 58915.0
ch04 2-2 15 100831.0
ch04 2-1 15 97710.0
ch02 1-1 20 62019.0
ch02 1-2 20 62694.0
ch02 2-1 20 76778.0
ch02 2-2 20 93831.0
ch02 1-1 21 67398.0
ch02 1-2 21 67586.0
ch02 2-1 21 67411.0
ch02 2-2 21 90573.0
ch02 1-1 21 54528.0
ch02 1-2 21 61676.0
ch02 2-1 21 79491.0
ch02 2-2 20 83485.0
ch02 2-2 21 90173.0
ch02 1-2 22 76066.0
ch02 2-1 22 102110.0
ch02 2-2 22 99598.0
ch02 1-1 22 63714.0
ch02 1-2 22 71466.0
ch02 2-1 22 76506.0
ch02 2-2 22 92413.0
ch02 1-1 22 72413.0
ch02 1-2 22 85689.0
ch02 2-1 22 83750.0
ch02 2-2 22 109782.0
ch02 1-1 22 72721.0
ch02 2-1 20 65381.0
ch02 1-2 20 57675.0
ch02 1-1 20 51459.0
ch02 2-2 17 85823.0
ch02 1-1 17 61626.0
ch02 1-2 17 71777.0
ch02 2-1 17 62561.0
ch02 2-2 17 73387.0
ch02 1-1 18 53688.0
ch02 1-2 18 50893.0
ch02 2-1 18 74111.0
ch02 2-2 18 100026.0
ch02 1-1 18 68626.0
ch02 1-2 18 58668.0
ch02 2-1 18 92921.0
ch02 2-2 18 96289.0
ch02 1-1 18 63701.0
ch02 1-2 18 51259.0
ch02 2-1 18 65280.0
ch02 2-2 18 89978.0
ch02 1-1 19 58707.0
ch02 1-2 19 75101.0
ch02 2-1 19 83786.0
ch02 2-2 19 86024.0
ch02 1-1 20 41772.0
ch02 1-2 20 62439.0
ch02 2-1 20 67561.0
ch02 2-2 20 67787.0
ch02 1-1 23 73485.0
ch02 2-1 17 80796.0
ch02 1-2 23 93547.0
ch02 2-2 23 115230.0
ch04 2-2 2 245478.0
ch04 1-1 2 251136.0
ch04 1-2 2 302127.0
ch04 2-1 2 395352.0
ch04 2-2 2 261540.0
ch04 1-1 3 79328.0
ch04 1-2 3 90563.0
ch04 2-1 3 110923.0
ch04 2-2 3 127611.0
ch04 1-1 3 88943.0
ch04 1-2 3 89196.0
ch04 2-1 2 279597.0
ch04 2-1 3 113968.0
ch04 1-1 3 97108.0
ch04 1-2 3 80586.0
ch04 2-1 3 125772.0
ch04 2-2 3 101848.0
ch04 1-1 4 72437.0
ch04 1-2 4 84614.0
ch04 2-1 4 108654.0
ch04 2-2 4 90076.0
ch04 1-1 4 86330.0
ch04 1-2 4 89732.0
ch04 2-1 4 114827.0
ch04 2-2 3 110964.0
ch04 1-2 2 185460.0
ch04 1-1 2 185802.0
ch04 2-2 1 368199.0
ch02 1-1 24 63345.0
ch02 1-2 24 86879.0
ch02 2-1 24 67494.0
ch02 2-2 24 89224.0
ch04 1-1 15 104783.0
ch03 2-1 13 75299.0
ch04 1-1 0 1405.0
ch04 1-2 0 171.0
ch04 2-1 0 318.0
ch04 2-2 0 23933.0
ch04 1-1 0 275787.0
ch04 1-2 0 279717.0
ch04 2-1 0 396477.0
ch04 2-2 0 294126.0
ch04 1-1 1 252852.0
ch04 1-2 1 312291.0
ch04 2-1 1 359790.0
ch04 2-2 1 296499.0
ch04 1-1 1 307500.0
ch04 1-2 1 216528.0
ch04 2-1 1 346146.0
ch04 2-2 1 334968.0
ch04 1-1 1 227427.0
ch04 1-2 1 276849.0
ch04 2-1 1 338079.0
ch02 2-1 23 75230.0
ch04 2-2 4 105118.0
ch02 1-2 17 71797.0
ch02 2-2 16 73239.0
ch02 2-2 5 175747.0
ch02 2-1 6 165998.0
ch02 2-2 6 170331.0
ch02 2-1 6 146694.0
ch02 2-2 6 164160.0
ch02 2-1 6 198199.0
ch02 2-2 6 188599.0
ch02 2-1 7 163049.0
ch02 2-2 7 185345.0
ch02 2-1 7 180971.0
ch02 2-2 7 173176.0
ch02 2-1 5 164086.0
ch02 2-1 7 190353.0
ch02 2-1 8 161303.0
ch02 2-2 8 182108.0
ch02 2-1 8 170978.0
ch02 2-1 9 121245.0
ch02 2-2 9 129497.0
ch02 1-1 11 63076.0
ch02 1-2 11 102808.0
