摄像头编号 笼子编号 时段 变化点数
ch04 1-2 6 126258.0
ch04 1-1 6 113266.0
ch02 2-1 14 41106.0
ch02 1-2 14 58478.0
ch02 1-1 14 43704.0
ch02 2-2 14 53392.0
ch02 2-1 14 38085.0
ch02 1-2 14 49424.0
ch02 1-1 14 27092.0
ch02 2-2 13 94363.0
ch02 2-1 13 61100.0
ch02 1-2 13 75048.0
ch02 1-1 13 53731.0
ch02 2-2 13 182060.0
ch02 2-1 13 170905.0
ch02 1-2 13 122844.0
ch02 1-1 13 101362.0
ch02 2-2 12 73860.0
ch02 2-1 12 34673.0
ch02 1-2 12 69587.0
ch02 1-1 12 31777.0
ch02 2-2 12 156806.0
ch02 2-1 12 130870.0
ch02 1-1 9 95502.0
ch01 1-1 13 51300.0
ch04 1-2 1 100593.0
ch01 2-1 13 44630.0
ch01 2-1 10 113788.0
ch01 1-2 10 121807.0
ch01 1-1 10 100942.0
ch01 2-1 10 135038.0
ch01 1-2 10 103546.0
ch01 1-1 10 99627.0
ch01 2-1 9 117921.0
ch01 1-2 9 99596.0
ch01 1-1 9 82446.0
ch01 2-1 9 77561.0
ch01 1-2 9 110394.0
ch01 1-1 11 90079.0
ch01 1-1 9 89204.0
ch01 1-2 9 106792.0
ch01 1-1 9 89654.0
ch01 2-1 8 154078.0
ch01 1-2 8 115017.0
ch01 1-1 8 95519.0
ch01 2-1 8 118124.0
ch01 1-2 8 106733.0
ch01 1-1 8 104862.0
ch01 2-1 7 96169.0
ch01 1-2 7 103610.0
ch01 1-1 7 84526.0
ch01 2-1 9 106339.0
ch01 2-1 7 96075.0
ch01 1-2 11 108598.0
ch01 1-1 11 100142.0
ch04 1-1 2 99878.0
ch04 2-2 2 162025.0
ch04 2-1 2 131284.0
ch04 1-2 2 129328.0
ch04 1-1 2 99775.0
ch04 2-2 1 144547.0
ch04 2-1 1 136064.0
ch04 1-1 12 97808.0
ch04 1-1 1 111758.0
ch04 2-2 1 157634.0
ch04 2-1 1 133744.0
ch01 2-1 11 93958.0
ch04 1-2 1 130287.0
ch04 2-2 0 165918.0
ch04 2-1 0 129000.0
ch04 1-2 0 76070.0
ch04 1-1 0 71127.0
ch04 2-2 0 122311.0
ch04 2-1 0 136701.0
ch04 1-2 0 69124.0
ch04 1-1 0 89298.0
ch01 1-1 11 102975.0
ch01 2-1 11 117476.0
ch01 1-2 11 108910.0
ch04 1-1 1 100420.0
ch01 1-2 7 99885.0
ch01 1-1 7 96807.0
ch01 2-1 7 113824.0
ch01 2-1 3 112204.0
ch01 1-2 3 83333.0
ch01 1-1 3 113348.0
ch01 2-1 2 109011.0
ch01 1-2 2 78370.0
ch01 1-1 2 122908.0
ch01 2-1 2 102023.0
ch01 1-2 2 90637.0
ch01 1-1 2 122963.0
ch01 2-1 2 121560.0
ch01 1-2 2 96234.0
ch01 1-1 3 120551.0
ch01 1-1 2 113310.0
ch01 1-2 1 93999.0
ch01 1-1 1 106282.0
ch01 2-1 1 106734.0
ch01 1-2 1 95665.0
ch01 1-1 1 129767.0
ch01 2-1 0 88184.0
ch01 1-2 0 97822.0
ch01 1-1 0 100224.0
ch01 2-1 0 99385.0
ch01 1-2 0 72345.0
ch01 1-1 0 104276.0
ch01 2-1 1 107656.0
ch01 1-2 3 106523.0
ch01 2-1 3 119176.0
ch01 1-1 4 126975.0
ch01 1-2 7 88194.0
ch01 1-1 7 116450.0
ch01 2-1 6 117565.0
ch01 1-2 6 81032.0
ch01 1-1 6 115706.0
ch01 2-1 6 102564.0
ch01 1-2 6 89890.0
ch01 1-1 6 125870.0
ch01 2-1 6 113827.0
ch01 1-2 6 90782.0
ch01 1-1 6 125688.0
ch01 2-1 5 106858.0
ch01 1-2 5 82399.0
ch01 1-1 5 113056.0
ch01 2-1 5 105637.0
ch01 1-2 5 92678.0
ch01 1-1 5 109853.0
ch01 2-1 4 101639.0
ch01 1-2 4 86165.0
ch01 1-1 4 117280.0
ch01 2-1 4 110682.0
ch01 1-2 4 95648.0
ch01 1-1 4 110770.0
ch01 2-1 4 102663.0
ch01 1-2 4 87378.0
ch04 1-2 2 106643.0
ch04 2-1 2 126745.0
ch04 2-2 2 143582.0
ch04 1-1 2 103933.0
ch01 2-1 17 92587.0
ch01 1-1 17 95740.0
ch01 1-2 17 100584.0
ch01 2-1 17 103044.0
ch01 1-1 18 114957.0
ch01 1-2 18 26736.0
ch01 2-1 18 144380.0
ch01 1-1 18 126162.0
ch01 1-2 18 114808.0
ch01 1-1 18 76643.0
ch01 1-2 18 81303.0
ch01 1-2 17 95384.0
ch01 1-1 19 121793.0
ch01 2-1 19 134812.0
ch01 1-1 20 126249.0
ch01 1-2 20 114790.0
ch01 2-1 20 129450.0
ch01 1-1 20 123482.0
ch01 1-2 20 104608.0
ch01 2-1 20 142467.0
ch01 1-1 20 118634.0
ch01 1-2 20 125681.0
ch01 2-1 20 105707.0
ch01 1-1 21 117444.0
ch01 1-2 19 111060.0
ch01 1-1 17 92844.0
ch01 2-1 17 90424.0
ch01 1-2 17 97059.0
ch01 1-1 13 95217.0
ch01 1-2 13 100228.0
ch01 2-1 13 90875.0
ch01 1-1 14 86481.0
ch01 1-2 14 93748.0
ch01 2-1 14 78918.0
ch01 1-1 14 104164.0
ch01 1-2 14 94361.0
ch01 2-1 14 95771.0
ch01 1-1 15 95834.0
ch01 1-2 15 87381.0
ch01 2-1 15 119120.0
ch01 1-1 15 119394.0
ch01 1-2 15 115163.0
ch01 2-1 15 125158.0
ch01 1-1 15 101662.0
ch01 1-2 15 105254.0
ch01 2-1 15 94435.0
ch01 1-1 16 84632.0
ch01 1-2 16 87733.0
ch01 2-1 16 76454.0
ch01 1-1 16 104501.0
ch01 1-2 16 112418.0
ch01 2-1 16 102044.0
ch01 1-1 17 96034.0
ch01 1-2 21 107126.0
ch01 1-2 13 55419.0
ch01 2-1 21 137907.0
ch01 1-2 21 102234.0
ch04 2-1 5 141393.0
ch04 1-2 5 111067.0
ch04 1-1 5 125546.0
ch04 2-2 4 146795.0
ch04 2-1 4 125594.0
ch04 1-2 4 130954.0
ch04 1-1 4 117418.0
ch04 2-2 4 148205.0
ch04 2-1 4 146160.0
ch04 1-2 4 116809.0
ch04 1-1 4 119814.0
ch04 2-2 5 155274.0
ch04 2-2 4 147961.0
ch04 1-2 4 111823.0
ch04 1-1 4 119056.0
ch04 2-2 3 135671.0
ch04 2-1 3 137778.0
ch04 1-2 3 107994.0
ch04 1-1 3 96571.0
ch04 2-2 3 168476.0
ch04 2-1 3 134969.0
ch04 1-2 3 105242.0
ch04 1-1 3 94135.0
ch04 2-2 2 140870.0
ch04 2-1 4 138992.0
ch04 1-1 5 127761.0
ch04 1-2 5 128369.0
ch04 2-1 5 154482.0
ch01 2-1 21 136792.0
ch01 1-1 22 117001.0
ch01 1-2 22 126567.0
ch01 2-1 22 112204.0
ch01 1-1 22 127231.0
ch01 1-2 22 112064.0
ch01 2-1 22 128018.0
ch01 1-1 22 133437.0
ch01 1-2 22 114187.0
ch01 2-1 22 133944.0
ch01 1-1 23 120152.0
ch01 1-2 23 110136.0
ch01 2-1 23 136332.0
ch01 1-1 24 126602.0
ch01 1-2 24 113767.0
ch01 2-1 24 140764.0
ch04 2-2 6 157787.0
ch04 2-1 6 137373.0
ch04 1-2 6 125841.0
ch04 1-1 6 96716.0
ch04 2-2 6 147625.0
ch04 2-1 6 161661.0
ch04 1-2 6 123544.0
ch04 1-1 6 113738.0
ch04 2-2 5 141436.0
ch01 1-1 21 107572.0
ch04 1-2 12 55958.0
ch03 1-1 9 49356.0
ch04 2-2 12 83057.0
ch03 1-2 7 91712.0
ch03 1-1 7 64452.0
ch03 2-2 6 122191.0
ch03 2-1 6 89858.0
ch03 1-2 6 87909.0
ch03 1-1 6 56588.0
ch03 2-2 6 125829.0
ch03 2-1 6 104422.0
ch03 1-2 6 86465.0
ch03 2-1 7 90798.0
ch03 1-1 6 57630.0
ch03 2-1 5 84073.0
ch03 1-2 5 84556.0
ch03 1-1 5 61716.0
ch03 2-2 5 118086.0
ch03 2-1 5 85001.0
ch03 1-2 5 74949.0
ch03 1-1 5 58358.0
ch03 2-2 5 126534.0
ch03 2-1 5 86519.0
ch03 2-2 5 118158.0
ch03 2-2 7 125601.0
ch03 1-1 7 64780.0
ch03 1-2 7 85529.0
ch03 2-2 9 131562.0
ch03 2-1 9 77829.0
ch03 1-2 9 71224.0
ch03 2-2 9 42957.0
ch03 2-1 9 23385.0
ch03 1-2 9 59508.0
ch03 1-1 9 7711.0
ch03 2-2 8 131301.0
ch03 2-1 8 88967.0
ch03 1-2 8 80525.0
ch03 1-1 8 57566.0
ch03 2-2 8 110383.0
ch03 2-1 8 77758.0
ch03 1-2 8 84805.0
ch03 1-1 8 56023.0
ch03 2-2 7 129218.0
ch03 2-1 7 89886.0
ch03 1-2 7 91293.0
ch03 1-1 7 60301.0
ch03 2-2 7 123193.0
ch03 2-1 7 90841.0
ch03 1-2 5 99170.0
ch03 1-1 5 55811.0
ch03 2-2 4 122212.0
ch03 2-1 4 93624.0
ch03 1-1 2 60400.0
ch03 2-2 2 118432.0
ch03 2-1 2 88900.0
ch03 1-2 2 75801.0
ch03 1-1 2 54420.0
ch03 2-2 1 117907.0
ch03 2-1 1 92281.0
ch03 1-2 1 94061.0
ch03 1-1 1 54468.0
ch03 2-2 1 118662.0
ch03 2-1 1 96898.0
ch03 1-2 1 85189.0
ch03 1-1 1 63925.0
ch03 2-2 0 111227.0
ch03 2-1 0 84428.0
ch03 1-2 0 99350.0
ch03 1-1 0 56970.0
ch03 2-2 0 115662.0
ch03 2-1 0 77508.0
ch03 1-2 0 94066.0
ch03 1-1 0 60535.0
ch03 1-2 2 79242.0
ch03 1-1 9 56745.0
ch03 2-1 2 86812.0
ch03 1-1 2 53441.0
ch03 1-2 4 86161.0
ch03 1-1 4 64569.0
ch03 2-2 4 112482.0
ch03 2-1 4 93649.0
ch03 1-2 4 93827.0
ch03 1-1 4 57341.0
ch03 2-2 3 121106.0
ch03 2-1 3 91536.0
ch03 1-2 3 83232.0
ch03 1-1 3 64109.0
ch03 2-2 3 140645.0
ch03 2-1 3 93653.0
ch03 1-2 3 104517.0
ch03 1-1 3 64346.0
ch03 2-2 3 151392.0
ch03 2-1 3 87384.0
ch03 1-2 3 81907.0
ch03 1-1 3 62084.0
ch03 2-2 2 124714.0
ch03 2-1 2 97780.0
ch03 1-2 2 50505.0
ch03 2-2 2 114198.0
ch02 2-2 24 132886.0
ch03 1-2 9 80089.0
ch03 2-2 9 116685.0
ch03 2-1 20 91333.0
ch03 1-2 20 91705.0
ch03 1-1 20 70938.0
ch03 2-2 20 125145.0
ch03 2-1 20 91905.0
ch03 1-2 20 83747.0
ch03 1-1 20 65299.0
ch03 2-2 17 98717.0
ch03 2-1 17 103205.0
ch03 1-1 20 69727.0
ch03 1-2 17 81487.0
ch03 2-2 17 83436.0
ch03 2-1 17 62196.0
ch03 1-2 17 69884.0
ch03 1-1 17 47154.0
ch03 2-2 16 102333.0
ch03 2-1 16 109971.0
ch03 1-2 16 96387.0
ch03 1-1 16 68126.0
ch03 2-2 16 195788.0
ch03 1-1 17 57317.0
ch03 1-2 20 88242.0
ch03 2-1 20 96382.0
ch03 2-2 20 115161.0
ch04 2-1 12 105521.0
ch03 2-2 23 134623.0
ch03 2-1 23 107272.0
ch03 1-2 23 87713.0
ch03 1-1 23 63454.0
ch03 2-2 23 133191.0
ch03 2-1 23 89079.0
ch03 1-2 23 102214.0
ch03 1-1 23 69346.0
ch03 2-2 22 120981.0
ch03 2-1 22 95104.0
ch03 1-2 22 106797.0
ch03 1-1 22 63913.0
ch03 2-2 21 146065.0
ch03 2-1 21 98909.0
ch03 1-2 21 108346.0
ch03 1-1 21 67325.0
ch03 2-2 21 110940.0
ch03 2-1 21 92629.0
ch03 1-2 21 94737.0
ch03 1-1 21 61842.0
ch03 2-1 16 209442.0
ch03 1-2 16 171543.0
ch03 1-1 16 131999.0
ch03 2-2 16 100841.0
ch03 1-2 12 82664.0
ch03 1-1 12 65608.0
ch03 2-1 11 75433.0
ch03 1-2 11 64877.0
ch03 1-1 11 45063.0
ch03 2-2 11 102899.0
ch03 2-1 11 74144.0
ch03 1-2 11 76122.0
ch03 1-1 11 47038.0
ch03 2-2 11 114965.0
ch03 2-1 11 75429.0
ch03 1-2 11 84614.0
ch03 1-1 11 60182.0
ch03 2-2 10 130434.0
ch03 2-1 10 101454.0
ch03 1-2 10 83166.0
ch03 1-1 10 60479.0
ch03 2-2 10 89828.0
ch03 2-1 10 55703.0
ch03 1-2 10 57024.0
ch03 1-1 10 38621.0
ch03 2-1 12 105620.0
ch03 2-1 9 73475.0
ch03 2-2 12 128015.0
ch03 1-2 12 85306.0
ch03 2-1 16 76330.0
ch03 1-2 16 69208.0
ch03 1-1 16 53070.0
ch03 2-2 15 114184.0
ch03 2-1 15 81774.0
ch03 1-2 15 79159.0
ch03 1-1 15 57598.0
ch03 2-2 15 168172.0
ch03 2-1 15 118479.0
ch03 1-2 15 100971.0
ch03 1-1 15 81115.0
ch03 2-2 14 80780.0
ch03 2-1 14 67768.0
ch03 1-2 14 77385.0
ch03 1-1 14 48600.0
ch03 2-2 12 132834.0
ch03 2-1 12 117200.0
ch03 1-2 12 96026.0
ch03 1-1 12 87478.0
ch03 2-2 12 119902.0
ch03 2-1 12 109466.0
ch03 1-1 12 39520.0
ch02 2-1 24 87015.0
ch03 2-2 11 91058.0
ch02 1-1 24 75730.0
ch04 2-1 20 160973.0
ch04 1-2 20 130425.0
ch04 1-1 20 110419.0
ch04 2-2 20 139174.0
ch04 2-1 20 153905.0
ch04 1-2 20 126908.0
ch04 1-1 20 107460.0
ch04 2-2 20 152296.0
ch04 2-1 20 152099.0
ch04 1-2 20 118603.0
ch04 2-2 20 154540.0
ch04 1-1 20 116897.0
ch04 2-1 19 148235.0
ch04 1-2 19 115754.0
ch04 1-1 19 98254.0
ch04 2-2 19 131257.0
ch04 2-1 19 160169.0
ch04 1-2 19 96220.0
ch04 1-1 19 110170.0
ch04 2-2 18 157473.0
ch04 2-1 18 157228.0
ch04 1-2 18 106654.0
ch04 2-2 19 140021.0
ch04 1-1 21 105914.0
ch04 1-2 21 103764.0
ch04 2-1 21 154142.0
ch04 1-2 23 120976.0
ch04 1-1 23 116815.0
ch02 2-1 14 50009.0
ch02 1-2 14 56782.0
ch02 1-1 14 46505.0
ch02 2-2 14 41688.0
ch04 2-2 22 145104.0
ch04 2-1 22 140583.0
ch04 1-2 22 110104.0
ch04 1-1 22 105461.0
ch04 2-2 22 158031.0
ch04 2-1 22 160529.0
ch04 1-2 22 108492.0
ch04 1-1 22 113449.0
ch04 2-2 22 143977.0
ch04 2-1 22 153316.0
ch04 1-2 22 157081.0
ch04 1-1 22 147500.0
ch04 2-2 21 148750.0
ch04 2-1 21 153114.0
ch04 1-2 21 163032.0
ch04 1-1 21 131607.0
ch04 2-2 21 139189.0
ch04 1-1 18 132954.0
ch04 2-1 23 154261.0
ch04 2-2 17 148938.0
ch04 1-2 17 63665.0
ch04 1-1 15 159691.0
ch04 2-2 14 95503.0
ch04 2-1 14 108730.0
ch04 1-2 14 62394.0
ch04 1-1 14 115509.0
ch04 2-2 14 105122.0
ch04 2-1 14 129696.0
ch04 1-2 14 79451.0
ch04 1-1 14 133464.0
ch04 2-2 13 68407.0
ch04 1-2 15 131989.0
ch04 2-1 13 94262.0
ch04 1-1 13 105834.0
ch04 2-2 13 76997.0
ch04 2-1 13 87583.0
ch04 1-2 13 41815.0
ch04 1-1 13 112419.0
ch04 2-2 13 97997.0
ch04 2-1 13 131641.0
ch04 1-2 13 58475.0
ch04 1-1 13 132871.0
ch02 1-2 24 106057.0
ch04 1-2 13 45264.0
ch04 2-1 15 127704.0
ch04 2-2 15 150753.0
ch04 1-1 15 197294.0
ch04 1-1 17 133065.0
ch04 2-1 17 127526.0
ch04 1-2 17 69027.0
ch04 1-1 17 118304.0
ch04 2-2 17 100513.0
ch04 2-1 17 131504.0
ch04 1-2 17 65585.0
ch04 1-1 17 111760.0
ch04 2-2 16 99382.0
ch04 2-1 16 132589.0
ch04 1-2 16 60177.0
ch04 1-1 16 128144.0
ch04 2-2 16 101212.0
ch04 2-1 16 130895.0
ch04 1-2 16 64889.0
ch04 1-1 16 123590.0
ch04 2-2 15 140584.0
ch04 2-1 15 153808.0
ch04 1-2 15 76353.0
ch04 1-1 15 122170.0
ch04 2-2 15 207670.0
ch04 2-1 15 233344.0
ch04 1-2 15 96464.0
ch04 2-1 17 153734.0
ch04 2-2 23 146824.0
ch04 2-2 17 102713.0
ch04 1-2 24 131048.0
ch02 1-1 21 71700.0
ch02 2-2 21 123173.0
ch02 2-1 21 101374.0
ch02 1-2 21 113989.0
ch02 1-1 21 76673.0
ch02 2-2 20 135389.0
ch02 2-1 20 98161.0
ch02 1-2 20 110646.0
ch02 1-2 21 106146.0
ch02 1-1 20 85467.0
ch02 2-1 20 83147.0
ch02 1-2 20 101275.0
ch02 1-1 20 82994.0
ch02 2-2 19 143614.0
ch02 2-1 19 90608.0
ch02 1-2 19 101462.0
ch02 1-1 19 88943.0
ch02 2-2 19 149138.0
ch02 2-2 20 133255.0
ch02 2-1 21 83688.0
ch02 2-2 21 146047.0
ch02 1-1 21 64702.0
ch04 1-1 24 100937.0
ch02 2-2 23 117209.0
ch02 2-1 23 83788.0
ch02 1-2 23 97050.0
ch02 1-1 23 85700.0
ch02 2-2 23 128014.0
ch02 2-1 23 83666.0
ch02 1-2 23 104088.0
ch02 1-1 23 65000.0
ch02 2-2 22 132478.0
ch02 2-1 22 91111.0
ch02 1-2 22 97774.0
ch02 1-1 22 67120.0
ch02 2-1 22 86566.0
ch02 1-2 22 120877.0
ch02 1-1 22 85344.0
ch02 2-2 21 126982.0
ch02 2-1 21 88016.0
ch02 1-2 21 104869.0
ch02 2-1 19 108536.0
ch02 1-2 19 123164.0
ch02 2-2 22 117233.0
ch02 2-2 18 146242.0
ch02 2-1 16 93908.0
ch02 1-2 16 87253.0
ch02 1-1 16 63260.0
ch02 1-2 16 101252.0
ch02 1-1 19 90120.0
ch02 2-1 16 108448.0
ch02 1-1 16 77199.0
ch02 2-2 15 135807.0
ch02 2-2 16 123106.0
ch02 2-1 15 89012.0
ch02 1-1 15 79357.0
ch02 2-2 15 116521.0
ch02 2-1 15 78504.0
ch02 1-2 15 103903.0
ch02 1-1 15 82707.0
ch02 2-2 14 51705.0
ch04 2-2 24 161352.0
ch04 2-1 24 145242.0
ch02 1-2 15 97009.0
ch02 1-1 16 160827.0
ch02 2-2 16 132339.0
ch02 2-1 16 228774.0
ch02 2-2 18 126000.0
ch02 2-1 18 99295.0
ch02 1-2 18 102607.0
ch02 1-1 18 75563.0
ch02 2-2 17 108986.0
ch02 1-2 16 207467.0
ch02 2-1 18 202264.0
ch02 1-1 18 159329.0
ch02 1-2 17 85912.0
ch02 2-1 17 74269.0
ch02 2-2 17 123193.0
ch02 2-1 17 84844.0
ch02 1-2 17 85570.0
ch02 1-1 17 61260.0
ch02 2-2 16 303079.0
ch02 1-1 17 55976.0
ch02 1-2 18 151511.0
ch01 1-2 9 135132.0
ch01 2-1 9 206965.0
ch01 1-1 9 182087.0
ch01 1-2 9 191185.0
ch01 1-1 9 219568.0
ch01 2-1 8 156239.0
ch01 2-1 9 170297.0
ch01 1-2 9 105514.0
ch01 2-1 9 108341.0
ch01 1-1 10 144678.0
ch01 1-2 10 89948.0
ch01 1-1 10 131716.0
ch01 2-1 10 165857.0
ch01 1-1 9 126390.0
ch01 1-2 8 150372.0
ch01 2-1 7 206113.0
ch01 2-1 8 149170.0
ch01 1-2 8 126797.0
ch01 1-1 8 141356.0
ch01 2-1 7 195128.0
ch01 1-2 7 170893.0
ch01 1-1 7 238721.0
ch01 2-1 7 159164.0
ch01 1-2 7 119571.0
ch01 1-1 7 153532.0
ch01 1-2 10 102254.0
ch01 1-2 7 186446.0
ch01 1-1 7 235762.0
ch01 2-1 6 156356.0
ch01 1-2 6 122735.0
ch01 1-1 8 243071.0
ch01 2-1 10 141021.0
ch01 1-1 13 187972.0
ch01 1-2 11 86593.0
ch01 2-1 14 151263.0
ch01 1-1 14 183444.0
ch01 1-1 6 134839.0
ch01 1-2 14 148146.0
ch01 1-2 14 98978.0
ch01 1-1 14 120369.0
ch01 2-1 14 146084.0
ch01 1-2 14 95040.0
ch01 1-1 14 113447.0
ch01 2-1 13 153228.0
ch01 1-2 13 110272.0
ch01 1-1 13 123209.0
ch01 2-1 13 227748.0
ch01 1-2 13 154637.0
ch01 2-1 13 378891.0
ch01 1-2 13 228921.0
ch01 1-1 13 281121.0
ch01 2-1 11 163858.0
ch01 1-1 11 138932.0
ch01 1-2 11 112682.0
ch01 2-1 11 153968.0
ch01 1-1 11 133150.0
ch01 2-1 14 216000.0
ch01 1-1 11 121966.0
ch01 1-2 11 114134.0
ch01 1-1 12 109838.0
ch01 1-2 12 85533.0
ch01 2-1 12 110021.0
ch01 1-1 12 170998.0
ch01 1-2 12 143052.0
ch01 2-1 12 223662.0
ch01 2-1 11 150877.0
ch01 2-1 6 199793.0
ch01 1-1 1 155297.0
ch01 1-1 6 246914.0
ch03 2-2 7 118170.0
ch01 1-2 1 187948.0
ch01 1-1 1 241440.0
ch01 2-1 1 151068.0
ch01 1-2 1 142817.0
ch01 2-1 0 193366.0
ch01 1-2 0 154788.0
ch01 1-1 0 212500.0
ch01 2-1 0 146265.0
ch01 1-2 0 142317.0
ch03 2-1 7 90765.0
ch03 1-2 7 69170.0
ch03 1-1 7 46477.0
ch03 2-2 7 114358.0
ch03 2-1 7 81825.0
ch03 1-2 7 60888.0
ch03 1-1 7 40680.0
ch03 1-1 6 41710.0
ch03 1-2 6 63914.0
ch03 2-2 5 116584.0
ch01 1-1 15 134545.0
ch03 2-1 6 81656.0
ch03 2-2 6 117694.0
ch01 2-1 1 175664.0
ch03 1-1 6 39136.0
ch01 1-2 0 100817.0
ch01 1-1 0 120915.0
ch03 1-2 6 67348.0
ch03 2-1 6 116016.0
ch01 1-1 0 155001.0
ch03 2-2 6 79084.0
ch01 2-1 0 107683.0
ch01 1-2 6 171103.0
ch01 1-1 2 148356.0
ch01 2-1 2 141589.0
ch01 2-1 5 168321.0
ch01 1-2 5 126059.0
ch01 1-1 5 155722.0
ch01 2-1 5 176651.0
ch01 1-2 5 176704.0
ch01 1-1 5 253029.0
ch01 2-1 5 151518.0
ch01 1-2 5 132802.0
ch01 1-1 5 150377.0
ch01 2-1 4 199487.0
ch01 1-2 4 175981.0
ch01 1-1 4 251002.0
ch01 2-1 4 159622.0
ch01 1-2 4 125256.0
ch01 1-1 4 142920.0
ch01 2-1 3 228433.0
ch01 1-2 3 191380.0
ch01 1-1 2 216663.0
ch01 1-2 2 211954.0
ch01 2-1 2 189034.0
ch01 1-1 2 151816.0
ch01 1-2 2 127755.0
ch01 2-1 2 163494.0
ch01 1-2 2 129478.0
ch01 1-1 3 241846.0
ch01 1-2 3 192825.0
ch01 2-1 3 210052.0
ch01 1-1 3 178428.0
ch01 1-2 3 122690.0
ch01 2-1 3 153438.0
ch01 1-1 3 212013.0
ch03 1-1 7 40697.0
ch01 1-2 15 103087.0
ch03 2-1 2 88901.0
ch01 1-1 15 96303.0
ch03 1-2 1 77757.0
ch03 2-1 1 84480.0
ch03 2-2 1 107151.0
ch03 1-1 1 42536.0
ch03 1-2 1 63975.0
ch03 2-1 1 85293.0
ch03 2-2 1 118929.0
ch03 1-1 2 45302.0
ch03 1-2 2 63479.0
ch03 2-2 2 127233.0
ch03 1-1 2 44903.0
ch03 1-2 2 63751.0
ch03 2-1 2 89859.0
ch03 2-2 2 115905.0
ch03 1-1 3 41743.0
ch03 1-2 3 57933.0
ch03 2-1 3 83683.0
ch03 1-1 4 45974.0
ch03 2-2 4 123453.0
ch03 2-1 4 83229.0
ch03 1-2 4 59424.0
ch03 1-1 4 43065.0
ch03 2-2 3 107891.0
ch03 1-1 1 47092.0
ch03 2-1 3 63750.0
ch03 1-1 3 41648.0
ch03 2-2 3 119654.0
ch03 2-1 3 82944.0
ch03 1-2 3 66134.0
ch03 1-1 3 42756.0
ch03 2-2 3 108374.0
ch03 1-2 3 84670.0
ch03 1-2 4 69299.0
ch03 2-2 1 107583.0
ch03 1-2 1 72101.0
ch02 1-1 12 87646.0
ch02 1-2 12 92815.0
ch02 2-1 12 92301.0
ch02 2-2 12 166275.0
ch02 1-1 12 92199.0
ch02 1-2 12 95504.0
ch02 2-1 12 113323.0
ch02 2-2 12 190185.0
ch02 1-1 13 82227.0
ch02 1-2 13 114539.0
ch02 2-1 13 112469.0
ch02 2-2 13 168749.0
ch02 1-1 13 63147.0
ch02 1-2 13 76312.0
ch02 2-2 0 155195.0
ch02 2-1 0 83672.0
ch02 1-2 0 100935.0
ch03 1-1 1 50926.0
ch03 2-2 0 127930.0
ch03 2-1 0 89975.0
ch03 1-2 0 71685.0
ch03 1-1 0 46108.0
ch03 2-2 0 124287.0
ch03 2-1 1 93847.0
ch03 2-1 0 80807.0
ch03 1-1 0 47564.0
ch03 1-1 0 61490.0
ch03 1-2 7 62393.0
ch02 2-1 13 68039.0
ch04 2-1 1 107262.0
ch02 1-1 0 81182.0
ch03 1-2 0 66293.0
ch01 2-1 15 156255.0
ch03 2-1 4 83048.0
ch03 1-1 5 44476.0
ch01 1-2 20 120405.0
ch01 1-1 20 147469.0
ch01 2-1 20 141651.0
ch01 1-2 20 117394.0
ch01 1-1 20 115101.0
ch01 2-1 19 190493.0
ch01 1-2 19 150289.0
ch01 1-1 19 179680.0
ch01 2-1 19 124081.0
ch01 1-2 19 116706.0
ch01 1-1 19 119421.0
ch01 2-1 18 200831.0
ch01 1-2 18 153028.0
ch01 1-1 18 196822.0
ch01 2-1 18 130798.0
ch01 1-2 18 144183.0
ch01 1-1 18 127019.0
ch01 1-2 15 84783.0
ch01 2-1 15 134936.0
ch01 1-1 16 119236.0
ch01 1-2 16 97869.0
ch01 2-1 16 137549.0
ch01 1-1 16 134091.0
ch01 2-1 20 146976.0
ch01 1-2 16 100224.0
ch01 1-1 16 126120.0
ch01 1-2 16 94123.0
ch01 2-1 16 162137.0
ch01 1-1 17 168103.0
ch01 1-2 17 59926.0
ch01 2-1 17 42833.0
ch01 2-1 16 177098.0
ch03 2-2 4 106065.0
ch01 1-1 20 62482.0
ch01 2-1 20 76051.0
ch03 1-2 5 62107.0
ch03 2-1 5 82886.0
ch03 2-2 5 125842.0
ch03 1-1 5 44916.0
ch03 1-2 5 66247.0
ch03 2-1 5 81856.0
ch03 2-2 5 107334.0
ch01 2-1 23 133615.0
ch01 1-2 23 107298.0
ch01 1-1 23 144219.0
ch01 2-1 23 198417.0
ch01 1-2 23 152669.0
ch01 1-1 23 235416.0
ch03 1-1 5 40555.0
ch03 1-2 5 58608.0
ch03 2-1 5 82840.0
ch01 2-1 22 212878.0
ch01 1-1 21 178984.0
ch01 1-2 21 182387.0
ch01 2-1 21 122924.0
ch01 1-1 21 147897.0
ch01 1-2 21 117759.0
ch01 2-1 21 142414.0
ch01 1-2 20 57727.0
ch01 1-1 22 224553.0
ch01 2-1 22 203754.0
ch01 1-1 22 153576.0
ch01 1-2 22 118171.0
ch01 2-1 22 148414.0
ch01 1-1 22 221135.0
ch01 1-2 22 139131.0
ch01 1-2 22 125204.0
ch03 2-1 7 81970.0
ch03 1-1 11 36473.0
ch03 1-1 8 40016.0
ch02 2-1 22 129084.0
ch02 1-2 22 118225.0
ch02 1-1 22 82976.0
ch02 2-2 22 218272.0
ch02 2-1 22 145579.0
ch02 1-2 22 141885.0
ch02 2-2 22 175612.0
ch02 1-1 22 119402.0
ch02 2-1 21 135443.0
ch02 1-2 21 123075.0
